"FirmID","Cohort_Year","Year","VP","Gov","Treated","EventTime"
"LCTX US Equity",NA,2021,35.94,NA,0,NA
"LCTX US Equity",NA,2022,9.15,NA,0,NA
"LCTX US Equity",NA,2023,17.04,7.508260727,0,NA
"LCTX US Equity",NA,2024,5.32,7.483205795,0,NA
"LCTX US Equity",NA,2025,24.22,8.430820465,0,NA
"LEGN US Equity",NA,2019,85.09,NA,0,NA
"LEGN US Equity",NA,2020,24.56,NA,0,NA
"LEGN US Equity",NA,2021,64.93,NA,0,NA
"LEGN US Equity",NA,2022,56.03,NA,0,NA
"LEGN US Equity",NA,2023,32.79,4.249773502,0,NA
"LEGN US Equity",NA,2024,2.95,4.059787273,0,NA
"LEGN US Equity",NA,2025,-3.85,4.12801218,0,NA
"LGND US Equity",2019,2019,0.08,6.713731766,1,0
"LGND US Equity",2019,2020,0.93,6.494457245,1,1
"LGND US Equity",2019,2021,-2.9,6.525602818,1,2
"LGND US Equity",2019,2022,-0.97,6.440093994,1,3
"LGND US Equity",2019,2023,5.27,6.764847279,1,4
"LGND US Equity",2019,2024,4.98,5.725962639,1,5
"LGND US Equity",2019,2025,6.81,6.184615135,1,6
"LQDA US Equity",NA,2019,-1.02,NA,0,NA
"LQDA US Equity",NA,2020,73.76,NA,0,NA
"LQDA US Equity",NA,2021,13.62,NA,0,NA
"LQDA US Equity",NA,2022,17.96,NA,0,NA
"LQDA US Equity",NA,2023,54.12,5.785689354,0,NA
"LQDA US Equity",NA,2024,72.22,5.876746178,0,NA
"LQDA US Equity",NA,2025,11.51,6.409589767,0,NA
"LRMR US Equity",NA,2019,NA,NA,0,NA
"LRMR US Equity",NA,2020,NA,NA,0,NA
"LRMR US Equity",NA,2021,NA,NA,0,NA
"LRMR US Equity",NA,2022,NA,NA,0,NA
"LRMR US Equity",NA,2023,NA,6.127307415,0,NA
"LRMR US Equity",NA,2024,NA,6.382775784,0,NA
"LRMR US Equity",NA,2025,NA,6.817150593,0,NA
"LYEL US Equity",NA,2019,NA,NA,0,NA
"LYEL US Equity",NA,2020,NA,NA,0,NA
"LYEL US Equity",NA,2021,58.93,NA,0,NA
"LYEL US Equity",NA,2022,NA,NA,0,NA
"LYEL US Equity",NA,2023,1705.26,5.626214981,0,NA
"LYEL US Equity",NA,2024,NA,6.236132622,0,NA
"LYEL US Equity",NA,2025,10585.61,6.727110863,0,NA
"MDGL US Equity",2021,2019,NA,5.650378704,0,-2
"MDGL US Equity",2021,2020,NA,5.563688755,0,-1
"MDGL US Equity",2021,2021,NA,5.248343945,1,0
"MDGL US Equity",2021,2022,NA,5.46152544,1,1
"MDGL US Equity",2021,2023,NA,5.64397192,1,2
"MDGL US Equity",2021,2024,NA,5.427090645,1,3
"MDGL US Equity",2021,2025,NA,5.882909775,1,4
"MGTX US Equity",2022,2019,13.77,NA,0,-3
"MGTX US Equity",2022,2020,22.01,NA,0,-2
"MGTX US Equity",2022,2021,3.41,NA,0,-1
"MGTX US Equity",2022,2022,11.1,NA,1,0
"MGTX US Equity",2022,2023,18.57,5.219797611,1,1
"MGTX US Equity",2022,2024,12.38,5.599964142,1,2
"MGTX US Equity",2022,2025,1.19,5.365767956,1,3
"MNKD US Equity",2021,2019,-4.26,NA,0,-2
"MNKD US Equity",2021,2020,7.51,NA,0,-1
"MNKD US Equity",2021,2021,0.1,NA,1,0
"MNKD US Equity",2021,2022,8.36,NA,1,1
"MNKD US Equity",2021,2023,-0.4,7.731245518,1,2
"MNKD US Equity",2021,2024,-1.83,7.873242378,1,3
"MNKD US Equity",2021,2025,-3.12,7.354651928,1,4
"MNPR US Equity",NA,2019,NA,NA,0,NA
"MNPR US Equity",NA,2020,NA,NA,0,NA
"MNPR US Equity",NA,2021,NA,NA,0,NA
"MNPR US Equity",NA,2022,NA,NA,0,NA
"MNPR US Equity",NA,2023,NA,NA,0,NA
"MNPR US Equity",NA,2024,NA,NA,0,NA
"MNPR US Equity",NA,2025,NA,NA,0,NA
"NIKA US Equity",NA,2019,NA,NA,0,NA
"NIKA US Equity",NA,2020,NA,NA,0,NA
"NIKA US Equity",NA,2021,NA,NA,0,NA
"NIKA US Equity",NA,2022,NA,NA,0,NA
"NIKA US Equity",NA,2023,NA,NA,0,NA
"NIKA US Equity",NA,2024,NA,NA,0,NA
"NIKA US Equity",NA,2025,NA,NA,0,NA
"NKTR US Equity",2021,2019,13.54,5.647782326,0,-2
"NKTR US Equity",2021,2020,5.74,6.32535553,0,-1
"NKTR US Equity",2021,2021,2.1,6.638192177,1,0
"NKTR US Equity",2021,2022,NA,6.210198402,1,1
"NKTR US Equity",2021,2023,NA,5.731214046,1,2
"NKTR US Equity",2021,2024,NA,5.65742588,1,3
"NKTR US Equity",2021,2025,25.33,5.692459583,1,4
"NRIX US Equity",2021,2019,NA,NA,0,-2
"NRIX US Equity",2021,2020,56.78,NA,0,-1
"NRIX US Equity",2021,2021,5.77,NA,1,0
"NRIX US Equity",2021,2022,-0.49,6.934727669,1,1
"NRIX US Equity",2021,2023,-2.41,6.934727669,1,2
"NRIX US Equity",2021,2024,9.95,6.082056999,1,3
"NRIX US Equity",2021,2025,8.95,6.188210487,1,4
"NTLA US Equity",NA,2019,-2.5,5.080602169,0,NA
"NTLA US Equity",NA,2020,46.36,5.309051037,0,NA
"NTLA US Equity",NA,2021,156.32,5.541450977,0,NA
"NTLA US Equity",NA,2022,37.56,5.443552494,0,NA
"NTLA US Equity",NA,2023,41.96,5.612381458,0,NA
"NTLA US Equity",NA,2024,1.25,5.830195904,0,NA
"NTLA US Equity",NA,2025,10.83,5.755180836,0,NA
"NUVB US Equity",NA,2019,NA,NA,0,NA
"NUVB US Equity",NA,2020,NA,NA,0,NA
"NUVB US Equity",NA,2021,NA,NA,0,NA
"NUVB US Equity",NA,2022,NA,NA,0,NA
"NUVB US Equity",NA,2023,NA,4.980670929,0,NA
"NUVB US Equity",NA,2024,11.72,5.094885349,0,NA
"NUVB US Equity",NA,2025,18.23,5.818833351,0,NA
"NUVL US Equity",NA,2019,NA,NA,0,NA
"NUVL US Equity",NA,2020,NA,NA,0,NA
"NUVL US Equity",NA,2021,NA,NA,0,NA
"NUVL US Equity",NA,2022,NA,NA,0,NA
"NUVL US Equity",NA,2023,NA,5.441255569,0,NA
"NUVL US Equity",NA,2024,NA,6.271656513,0,NA
"NUVL US Equity",NA,2025,NA,6.669942379,0,NA
"NVAX US Equity",2023,2019,32.65,4.63809824,0,-4
"NVAX US Equity",2023,2020,22.21,5.103543758,0,-3
"NVAX US Equity",2023,2021,-5.98,5.226130962,0,-2
"NVAX US Equity",2023,2022,-6.5,4.732682705,0,-1
"NVAX US Equity",2023,2023,-4.99,4.716637135,1,0
"NVAX US Equity",2023,2024,-6.2,4.698176384,1,1
"NVAX US Equity",2023,2025,-5.35,5.623583317,1,2
"NWBO US Equity",NA,2019,41.16,NA,0,NA
"NWBO US Equity",NA,2020,942.56,NA,0,NA
"NWBO US Equity",NA,2021,868.86,NA,0,NA
"NWBO US Equity",NA,2022,422.47,NA,0,NA
"NWBO US Equity",NA,2023,364.63,4.169968128,0,NA
"NWBO US Equity",NA,2024,241.79,4.598803043,0,NA
"NWBO US Equity",NA,2025,440.95,4.813111782,0,NA
"OGN US Equity",NA,2019,NA,NA,0,NA
"OGN US Equity",NA,2020,NA,NA,0,NA
"OGN US Equity",NA,2021,-2.92,NA,0,NA
"OGN US Equity",NA,2022,-1.58,NA,0,NA
"OGN US Equity",NA,2023,-0.95,6.948411465,0,NA
"OGN US Equity",NA,2024,-0.62,6.908603191,0,NA
"OGN US Equity",NA,2025,-1.85,6.755903721,0,NA
"OLMA US Equity",NA,2019,NA,NA,0,NA
"OLMA US Equity",NA,2020,NA,NA,0,NA
"OLMA US Equity",NA,2021,NA,NA,0,NA
"OLMA US Equity",NA,2022,NA,NA,0,NA
"OLMA US Equity",NA,2023,NA,5.910432816,0,NA
"OLMA US Equity",NA,2024,NA,5.696735859,0,NA
"OLMA US Equity",NA,2025,NA,5.697064877,0,NA
"ORGO US Equity",NA,2019,-8.53,NA,0,NA
"ORGO US Equity",NA,2020,-8.17,NA,0,NA
"ORGO US Equity",NA,2021,-8.62,NA,0,NA
"ORGO US Equity",NA,2022,-5.83,NA,0,NA
"ORGO US Equity",NA,2023,-4.25,6.267633438,0,NA
"ORGO US Equity",NA,2024,-5.73,6.509963512,0,NA
"ORGO US Equity",NA,2025,-5.47,7.144978523,0,NA
"ORIC US Equity",NA,2019,NA,NA,0,NA
"ORIC US Equity",NA,2020,NA,NA,0,NA
"ORIC US Equity",NA,2021,NA,NA,0,NA
"ORIC US Equity",NA,2022,NA,NA,0,NA
"ORIC US Equity",NA,2023,NA,5.890170574,0,NA
"ORIC US Equity",NA,2024,NA,5.501157761,0,NA
"ORIC US Equity",NA,2025,NA,5.779381752,0,NA
"PALI US Equity",NA,2019,55.4,NA,0,NA
"PALI US Equity",NA,2020,1793.85,NA,0,NA
"PALI US Equity",NA,2021,NA,NA,0,NA
"PALI US Equity",NA,2022,NA,NA,0,NA
"PALI US Equity",NA,2023,NA,6.141383171,0,NA
"PALI US Equity",NA,2024,NA,5.783420086,0,NA
"PALI US Equity",NA,2025,NA,6.366942406,0,NA
"PCRX US Equity",2023,2019,-0.89,5.617631435,0,-4
"PCRX US Equity",2023,2020,0.04,5.8974576,0,-3
"PCRX US Equity",2023,2021,0.4,5.668208122,0,-2
"PCRX US Equity",2023,2022,-0.33,5.742712021,0,-1
"PCRX US Equity",2023,2023,-0.48,5.832736969,1,0
"PCRX US Equity",2023,2024,-0.63,5.860532761,1,1
"PCRX US Equity",2023,2025,-2.01,5.892528534,1,2
"PCVX US Equity",NA,2019,NA,NA,0,NA
"PCVX US Equity",NA,2020,NA,NA,0,NA
"PCVX US Equity",NA,2021,NA,NA,0,NA
"PCVX US Equity",NA,2022,NA,NA,0,NA
"PCVX US Equity",NA,2023,NA,7.033324718,0,NA
"PCVX US Equity",NA,2024,NA,6.533244133,0,NA
"PCVX US Equity",NA,2025,NA,6.04096365,0,NA
"PHAT US Equity",NA,2019,NA,NA,0,NA
"PHAT US Equity",NA,2020,NA,NA,0,NA
"PHAT US Equity",NA,2021,NA,NA,0,NA
"PHAT US Equity",NA,2022,NA,NA,0,NA
"PHAT US Equity",NA,2023,429.14,5.205740929,0,NA
"PHAT US Equity",NA,2024,-0.53,5.114692211,0,NA
"PHAT US Equity",NA,2025,0.19,5.440915108,0,NA
"PRAX US Equity",2020,2019,NA,NA,0,-1
"PRAX US Equity",2020,2020,NA,NA,1,0
"PRAX US Equity",2020,2021,NA,NA,1,1
"PRAX US Equity",2020,2022,NA,NA,1,2
"PRAX US Equity",2020,2023,242.66,5.225750446,1,3
"PRAX US Equity",2020,2024,17.3,5.132127285,1,4
"PRAX US Equity",2020,2025,NA,6.09621048,1,5
"RAPT US Equity",2020,2019,NA,8.325775146,0,-1
"RAPT US Equity",2020,2020,74.38,8.222216606,1,0
"RAPT US Equity",2020,2021,125.29,7.868085384,1,1
"RAPT US Equity",2020,2022,278.58,8.070850372,1,2
"RAPT US Equity",2020,2023,NA,8.294038773,1,3
"RAPT US Equity",2020,2024,NA,7.858448505,1,4
"RAPT US Equity",2020,2025,NA,8.579825401,1,5
"RARE US Equity",NA,2019,17.26,6.220518112,0,NA
"RARE US Equity",NA,2020,18.24,5.729287624,0,NA
"RARE US Equity",NA,2021,1.88,6.310121059,0,NA
"RARE US Equity",NA,2022,0.9,6.025131702,0,NA
"RARE US Equity",NA,2023,2.58,6.580943584,0,NA
"RARE US Equity",NA,2024,-0.31,6.104715824,0,NA
"RARE US Equity",NA,2025,-4.55,5.482045174,0,NA
"RCUS US Equity",2023,2019,36.42,4.241576195,0,-4
"RCUS US Equity",2023,2020,5.8,5.062470913,0,-3
"RCUS US Equity",2023,2021,-6.07,4.981384754,0,-2
"RCUS US Equity",2023,2022,-4.83,4.919343472,0,-1
"RCUS US Equity",2023,2023,0.01,5.111207962,1,0
"RCUS US Equity",2023,2024,-6.06,5.286532402,1,1
"RCUS US Equity",2023,2025,0.06,5.425480843,1,2
"REPL US Equity",2022,2019,NA,NA,0,-3
"REPL US Equity",2022,2020,NA,NA,0,-2
"REPL US Equity",2022,2021,NA,NA,0,-1
"REPL US Equity",2022,2022,NA,4.927052975,1,0
"REPL US Equity",2022,2023,NA,4.92799902,1,1
"REPL US Equity",2022,2024,NA,5.129111767,1,2
"REPL US Equity",2022,2025,NA,6.119638443,1,3
"RGNX US Equity",NA,2019,28.75,NA,0,NA
"RGNX US Equity",NA,2020,-5.84,NA,0,NA
"RGNX US Equity",NA,2021,-9.86,NA,0,NA
"RGNX US Equity",NA,2022,-2.14,NA,0,NA
"RGNX US Equity",NA,2023,2.04,6.54672718,0,NA
"RGNX US Equity",NA,2024,-4.66,6.806612015,0,NA
"RGNX US Equity",NA,2025,-4.88,5.820749283,0,NA
"RLAY US Equity",2021,2019,NA,NA,0,-2
"RLAY US Equity",2021,2020,16.37,NA,0,-1
"RLAY US Equity",2021,2021,456.34,NA,1,0
"RLAY US Equity",2021,2022,843.97,NA,1,1
"RLAY US Equity",2021,2023,21.68,5.533455372,1,2
"RLAY US Equity",2021,2024,NA,6.176163197,1,3
"RLAY US Equity",2021,2025,66.08,5.718009472,1,4
"RXRX US Equity",2021,2019,NA,NA,0,-2
"RXRX US Equity",2021,2020,NA,NA,0,-1
"RXRX US Equity",2021,2021,55.66,NA,1,0
"RXRX US Equity",2021,2022,18,NA,1,1
"RXRX US Equity",2021,2023,62.19,5.284051418,1,2
"RXRX US Equity",2021,2024,35.01,6.127618313,1,3
"RXRX US Equity",2021,2025,11.19,5.862848282,1,4
"RYTM US Equity",2021,2019,NA,NA,0,-2
"RYTM US Equity",2021,2020,NA,NA,0,-1
"RYTM US Equity",2021,2021,37.72,NA,1,0
"RYTM US Equity",2021,2022,44.42,NA,1,1
"RYTM US Equity",2021,2023,24.72,4.855832577,1,2
"RYTM US Equity",2021,2024,19.01,5.631021976,1,3
"RYTM US Equity",2021,2025,30.02,4.77214098,1,4
"RZLT US Equity",NA,2019,NA,NA,0,NA
"RZLT US Equity",NA,2020,NA,NA,0,NA
"RZLT US Equity",NA,2021,NA,NA,0,NA
"RZLT US Equity",NA,2022,NA,NA,0,NA
"RZLT US Equity",NA,2023,NA,NA,0,NA
"RZLT US Equity",NA,2024,NA,NA,0,NA
"RZLT US Equity",NA,2025,NA,NA,0,NA
"SANA US Equity",NA,2019,NA,NA,0,NA
"SANA US Equity",NA,2020,NA,NA,0,NA
"SANA US Equity",NA,2021,NA,NA,0,NA
"SANA US Equity",NA,2022,NA,NA,0,NA
"SANA US Equity",NA,2023,NA,5.314558029,0,NA
"SANA US Equity",NA,2024,NA,5.202874184,0,NA
"SANA US Equity",NA,2025,NA,6.186105728,0,NA
"SIGA US Equity",NA,2019,9.07,NA,0,NA
"SIGA US Equity",NA,2020,-4.45,NA,0,NA
"SIGA US Equity",NA,2021,-3.05,NA,0,NA
"SIGA US Equity",NA,2022,-0.53,NA,0,NA
"SIGA US Equity",NA,2023,-1.35,6.671583176,0,NA
"SIGA US Equity",NA,2024,-0.75,6.708931923,0,NA
"SIGA US Equity",NA,2025,-0.86,6.890849113,0,NA
"SLNO US Equity",2021,2019,NA,NA,0,-2
"SLNO US Equity",2021,2020,NA,NA,0,-1
"SLNO US Equity",2021,2021,NA,NA,1,0
"SLNO US Equity",2021,2022,NA,NA,1,1
"SLNO US Equity",2021,2023,NA,NA,1,2
"SLNO US Equity",2021,2024,NA,NA,1,3
"SLNO US Equity",2021,2025,2.31,5.425220013,1,4
"SLS US Equity",2023,2019,NA,NA,0,-4
"SLS US Equity",2023,2020,52.93,NA,0,-3
"SLS US Equity",2023,2021,5.59,NA,0,-2
"SLS US Equity",2023,2022,18.9,NA,0,-1
"SLS US Equity",2023,2023,NA,5.736136913,1,0
"SLS US Equity",2023,2024,NA,5.80147171,1,1
"SLS US Equity",2023,2025,NA,5.825899124,1,2
"SNSE US Equity",NA,2019,NA,NA,0,NA
"SNSE US Equity",NA,2020,NA,NA,0,NA
"SNSE US Equity",NA,2021,NA,NA,0,NA
"SNSE US Equity",NA,2022,NA,NA,0,NA
"SNSE US Equity",NA,2023,NA,5.236582756,0,NA
"SNSE US Equity",NA,2024,NA,5.50480175,0,NA
"SNSE US Equity",NA,2025,NA,5.531550884,0,NA
"SRPT US Equity",NA,2019,11.29,6.681315899,0,NA
"SRPT US Equity",NA,2020,-3.49,7.28569746,0,NA
"SRPT US Equity",NA,2021,-2.61,7.045984268,0,NA
"SRPT US Equity",NA,2022,4.56,6.704828739,0,NA
"SRPT US Equity",NA,2023,4.82,6.813937187,0,NA
"SRPT US Equity",NA,2024,-1.24,5.618819237,0,NA
"SRPT US Equity",NA,2025,-5.59,5.919681549,0,NA
"SRRK US Equity",NA,2019,-8.08,NA,0,NA
"SRRK US Equity",NA,2020,86.12,NA,0,NA
"SRRK US Equity",NA,2021,3.55,NA,0,NA
"SRRK US Equity",NA,2022,-3.57,NA,0,NA
"SRRK US Equity",NA,2023,NA,4.982456684,0,NA
"SRRK US Equity",NA,2024,NA,4.930450916,0,NA
"SRRK US Equity",NA,2025,NA,4.80725956,0,NA
"STOK US Equity",2019,2019,NA,NA,1,0
"STOK US Equity",2019,2020,NA,NA,1,1
"STOK US Equity",2019,2021,NA,5.214640141,1,2
"STOK US Equity",2019,2022,8.07,5.979612827,1,3
"STOK US Equity",2019,2023,6.57,5.446408749,1,4
"STOK US Equity",2019,2024,-0.16,5.452935219,1,5
"STOK US Equity",2019,2025,2.24,5.973667622,1,6
"STRO US Equity",2023,2019,-9.48,NA,0,-4
"STRO US Equity",2023,2020,3.04,5.195636272,0,-3
"STRO US Equity",2023,2021,-7.35,5.76911068,0,-2
"STRO US Equity",2023,2022,NA,5.335817814,0,-1
"STRO US Equity",2023,2023,NA,5.788096905,1,0
"STRO US Equity",2023,2024,NA,5.688108444,1,1
"STRO US Equity",2023,2025,-4.32,6.077788353,1,2
"STTK US Equity",NA,2019,NA,NA,0,NA
"STTK US Equity",NA,2020,112.13,NA,0,NA
"STTK US Equity",NA,2021,NA,NA,0,NA
"STTK US Equity",NA,2022,41.68,NA,0,NA
"STTK US Equity",NA,2023,168.5,6.086699486,0,NA
"STTK US Equity",NA,2024,NA,6.238890171,0,NA
"STTK US Equity",NA,2025,NA,5.963536739,0,NA
"SUPN US Equity",NA,2019,-4.35,NA,0,NA
"SUPN US Equity",NA,2020,-5.23,NA,0,NA
"SUPN US Equity",NA,2021,-2.74,NA,0,NA
"SUPN US Equity",NA,2022,-1.1,NA,0,NA
"SUPN US Equity",NA,2023,-0.6,6.148192406,0,NA
"SUPN US Equity",NA,2024,-0.39,5.783350945,0,NA
"SUPN US Equity",NA,2025,0.36,6.118431091,0,NA
"SVRA US Equity",2023,2019,NA,NA,0,-4
"SVRA US Equity",2023,2020,142,NA,0,-3
"SVRA US Equity",2023,2021,NA,NA,0,-2
"SVRA US Equity",2023,2022,NA,NA,0,-1
"SVRA US Equity",2023,2023,NA,7.122872829,1,0
"SVRA US Equity",2023,2024,NA,7.230397224,1,1
"SVRA US Equity",2023,2025,NA,7.614906788,1,2
"TARA US Equity",NA,2019,NA,NA,0,NA
"TARA US Equity",NA,2020,NA,NA,0,NA
"TARA US Equity",NA,2021,NA,NA,0,NA
"TARA US Equity",NA,2022,NA,NA,0,NA
"TARA US Equity",NA,2023,NA,NA,0,NA
"TARA US Equity",NA,2024,NA,NA,0,NA
"TARA US Equity",NA,2025,NA,NA,0,NA
"TARS US Equity",NA,2019,NA,NA,0,NA
"TARS US Equity",NA,2020,NA,NA,0,NA
"TARS US Equity",NA,2021,-7.3,NA,0,NA
"TARS US Equity",NA,2022,0.47,NA,0,NA
"TARS US Equity",NA,2023,60.27,6.315624237,0,NA
"TARS US Equity",NA,2024,0.86,5.922030926,0,NA
"TARS US Equity",NA,2025,-0.74,6.522680759,0,NA
"TERN US Equity",NA,2019,NA,NA,0,NA
"TERN US Equity",NA,2020,NA,NA,0,NA
"TERN US Equity",NA,2021,NA,NA,0,NA
"TERN US Equity",NA,2022,NA,NA,0,NA
"TERN US Equity",NA,2023,NA,NA,0,NA
"TERN US Equity",NA,2024,NA,NA,0,NA
"TERN US Equity",NA,2025,NA,NA,0,NA
"TNGX US Equity",NA,2019,NA,NA,0,NA
"TNGX US Equity",NA,2020,NA,NA,0,NA
"TNGX US Equity",NA,2021,-7.06,NA,0,NA
"TNGX US Equity",NA,2022,-6.2,NA,0,NA
"TNGX US Equity",NA,2023,11.03,NA,0,NA
"TNGX US Equity",NA,2024,-6.26,NA,0,NA
"TNGX US Equity",NA,2025,26.99,NA,0,NA
"TRDA US Equity",NA,2019,NA,NA,0,NA
"TRDA US Equity",NA,2020,NA,NA,0,NA
"TRDA US Equity",NA,2021,NA,NA,0,NA
"TRDA US Equity",NA,2022,NA,NA,0,NA
"TRDA US Equity",NA,2023,-4.22,5.015407562,0,NA
"TRDA US Equity",NA,2024,-6.18,5.573286533,0,NA
"TRDA US Equity",NA,2025,3.1,6.157291412,0,NA
"TRVI US Equity",NA,2019,NA,NA,0,NA
"TRVI US Equity",NA,2020,NA,NA,0,NA
"TRVI US Equity",NA,2021,NA,NA,0,NA
"TRVI US Equity",NA,2022,NA,NA,0,NA
"TRVI US Equity",NA,2023,NA,NA,0,NA
"TRVI US Equity",NA,2024,NA,NA,0,NA
"TRVI US Equity",NA,2025,NA,NA,0,NA
"TSHA US Equity",2021,2019,NA,NA,0,-2
"TSHA US Equity",2021,2020,NA,NA,0,-1
"TSHA US Equity",2021,2021,NA,NA,1,0
"TSHA US Equity",2021,2022,NA,NA,1,1
"TSHA US Equity",2021,2023,16.44,5.600405216,1,2
"TSHA US Equity",2021,2024,24.19,4.341273785,1,3
"TSHA US Equity",2021,2025,101.96,4.719921589,1,4
"TYRA US Equity",NA,2019,NA,NA,0,NA
"TYRA US Equity",NA,2020,NA,NA,0,NA
"TYRA US Equity",NA,2021,NA,NA,0,NA
"TYRA US Equity",NA,2022,NA,NA,0,NA
"TYRA US Equity",NA,2023,NA,6.133273602,0,NA
"TYRA US Equity",NA,2024,NA,6.390905857,0,NA
"TYRA US Equity",NA,2025,NA,6.091025352,0,NA
"URGN US Equity",NA,2019,22273.82,NA,0,NA
"URGN US Equity",NA,2020,10.87,NA,0,NA
"URGN US Equity",NA,2021,-8.26,NA,0,NA
"URGN US Equity",NA,2022,-3.48,NA,0,NA
"URGN US Equity",NA,2023,0.08,6.47709465,0,NA
"URGN US Equity",NA,2024,-3.27,6.988526344,0,NA
"URGN US Equity",NA,2025,1.97,6.830990791,0,NA
"VERA US Equity",NA,2019,NA,NA,0,NA
"VERA US Equity",NA,2020,NA,NA,0,NA
"VERA US Equity",NA,2021,NA,NA,0,NA
"VERA US Equity",NA,2022,NA,NA,0,NA
"VERA US Equity",NA,2023,NA,6.587361813,0,NA
"VERA US Equity",NA,2024,NA,6.177346706,0,NA
"VERA US Equity",NA,2025,NA,6.587744713,0,NA
"VIR US Equity",2019,2019,373.46,NA,1,0
"VIR US Equity",2019,2020,83.59,NA,1,1
"VIR US Equity",2019,2021,-7.85,NA,1,2
"VIR US Equity",2019,2022,-6.06,NA,1,3
"VIR US Equity",2019,2023,-4.01,6.287077904,1,4
"VIR US Equity",2019,2024,-5,6.316511631,1,5
"VIR US Equity",2019,2025,-1.3,6.599379539,1,6
"VNDA US Equity",NA,2019,-4.61,NA,0,NA
"VNDA US Equity",NA,2020,-5.56,NA,0,NA
"VNDA US Equity",NA,2021,-4.54,NA,0,NA
"VNDA US Equity",NA,2022,NA,NA,0,NA
"VNDA US Equity",NA,2023,NA,6.556431293,0,NA
"VNDA US Equity",NA,2024,NA,7.011858463,0,NA
"VNDA US Equity",NA,2025,-2.65,6.583094597,0,NA
"VOR US Equity",NA,2019,NA,NA,0,NA
"VOR US Equity",NA,2020,NA,NA,0,NA
"VOR US Equity",NA,2021,NA,NA,0,NA
"VOR US Equity",NA,2022,NA,NA,0,NA
"VOR US Equity",NA,2023,NA,5.685836315,0,NA
"VOR US Equity",NA,2024,NA,5.702180862,0,NA
"VOR US Equity",NA,2025,NA,5.993504047,0,NA
"VRDN US Equity",NA,2019,-8.26,NA,0,NA
"VRDN US Equity",NA,2020,161.1,NA,0,NA
"VRDN US Equity",NA,2021,108.67,NA,0,NA
"VRDN US Equity",NA,2022,458.8,NA,0,NA
"VRDN US Equity",NA,2023,2872.98,6.76842165,0,NA
"VRDN US Equity",NA,2024,2127.03,6.274019241,0,NA
"VRDN US Equity",NA,2025,25.4,6.008093357,0,NA
"VTVT US Equity",NA,2019,59.44,NA,0,NA
"VTVT US Equity",NA,2020,22.34,NA,0,NA
"VTVT US Equity",NA,2021,7.1,NA,0,NA
"VTVT US Equity",NA,2022,39.08,NA,0,NA
"VTVT US Equity",NA,2023,NA,6.690464973,0,NA
"VTVT US Equity",NA,2024,85.51,5.982397079,0,NA
"VTVT US Equity",NA,2025,NA,5.373084545,0,NA
"VTYX US Equity",NA,2019,NA,6.917146206,0,NA
"VTYX US Equity",NA,2020,NA,6.360424519,0,NA
"VTYX US Equity",NA,2021,NA,6.868144512,0,NA
"VTYX US Equity",NA,2022,NA,6.731229305,0,NA
"VTYX US Equity",NA,2023,NA,6.994068146,0,NA
"VTYX US Equity",NA,2024,NA,7.121455669,0,NA
"VTYX US Equity",NA,2025,NA,6.595204353,0,NA
"XFOR US Equity",2019,2019,NA,6.330127716,1,0
"XFOR US Equity",2019,2020,21.79,5.414552212,1,1
"XFOR US Equity",2019,2021,NA,5.549760818,1,2
"XFOR US Equity",2019,2022,NA,5.491882324,1,3
"XFOR US Equity",2019,2023,NA,5.636394978,1,4
"XFOR US Equity",2019,2024,1.64,6.019873619,1,5
"XFOR US Equity",2019,2025,-0.59,5.882015705,1,6
"ZYME US Equity",2023,2019,44.49,NA,0,-4
"ZYME US Equity",2023,2020,22.92,NA,0,-3
"ZYME US Equity",2023,2021,-2.09,NA,0,-2
"ZYME US Equity",2023,2022,-6.36,NA,0,-1
"ZYME US Equity",2023,2023,1.89,4.463330269,1,0
"ZYME US Equity",2023,2024,1.6,6.508711338,1,1
"ZYME US Equity",2023,2025,7.44,6.202158928,1,2
